Ingreso_Hab_Dia (S),ADR_USD (P),Public_Noct_USD (P),Fotos (P),Mascotas (M)
364.4,21.8,25.6,15.3,False
338.5,22,26.6,15.4,False
114.1,22.9,18.8,10.6,False
114.6,22.4,21.3,9.7,False
208.8,20,24.6,12.5,False
53.4,22.6,24.3,12.9,False
91.4,23.6,22.5,13.7,True
134.2,19.6,18.7,11,False
174,26.5,27,7.8,False
177.8,25.2,27.2,9.4,False
128.1,22.7,25.3,7.3,False
234.5,26.9,29.3,9.1,False
210,23.7,26,8.1,False
485,39.9,44.6,20,False
428.6,41,46.3,18.8,False
359.7,38.4,38.9,14.8,False
284,38.3,38.9,15.2,False
312.9,36,36.7,15.8,False
404.1,35.8,40.6,16.3,False
420.9,45.4,50.2,16.1,False
468.6,44.2,54.2,17.8,False
750.2,41,48.8,20.1,False
591.4,45.8,56,18.4,False
439.2,37.7,47.4,17.9,False
580.9,47.2,58.7,19.6,False
422.5,21.5,22.5,19.5,False
328.3,22.5,26.5,23.5,False
277.2,17.7,19.5,16.8,False
222.1,27.4,25.6,16.6,False
198.5,30.9,26.8,16.3,False
229.6,26.2,23.4,14.4,False
628.3,35.2,32.8,20.5,True
454.6,33.4,33.4,17.2,True
203.7,29.2,35.6,18.9,False
226.7,27.1,30.8,16.4,True
272.4,27.9,32.6,14.7,False
271,24.8,30,14.5,False
571,32.5,37.4,19.6,False
663.9,36.2,41.8,16,False
394.8,34.1,39,15.5,False
203.8,29.7,34.8,14.7,False
248.1,28.5,29.9,11.7,False
555.2,35.4,32.8,15.4,False
482.7,24.9,28,19.7,False
254.3,34.9,34.6,18.9,False
174.1,19.2,28.5,21.5,False
475.6,30.2,35,16.3,False
737.6,32,33.8,13.2,False
464.9,44.8,36.1,19.3,False
738.7,59.4,55.4,16,False
746.2,57.2,57.9,12.4,False
688.9,58.3,57.6,14.9,False
859.9,60.2,64,18,False
669.5,56.6,64.3,18,False
612.3,55.8,62,16.2,False
595.9,39.1,42.4,13.1,False
510.5,44,45.1,16.3,False
511.8,41.7,45.3,14.3,False
545.8,40.3,42.3,13.2,False
552.4,42.2,46.6,14.5,False
715.1,49.7,55,20.1,False
374.4,36.9,32.6,18.4,False
250.1,29.2,33.9,19.1,False
342.8,32,35.3,19.1,False
268.2,37.9,40.4,17.3,False
226.7,26.9,29.4,19.8,False
381.5,30.7,34.1,19.1,False
431.8,30.9,37.9,20.4,False
338.1,26,30.4,18.6,False
233.1,24.4,29.2,18.3,False
301,25.7,30.8,16.5,False
296.5,37.1,52.8,16.2,False
420.7,26.4,30.5,18.7,False
53.7,18,16,13,False
13,13,10,7,False
13,13,10,7,False
63,9,9,2,False
40,10,10,8,False
45.5,10.5,10.5,8,False
39,10,10,6,False
16.3,9.7,9.7,5,False
19.5,19.5,17,8.5,False
36,12,10,7,False
56,10.7,10.7,10.3,False
130,10,9.7,9,False
95.5,11.5,10,11,False
177.5,11.5,10,11,False
138.3,14.3,14,10,False
54.3,14,14,10,False
132,11,10,7,False
565.5,23.6,22.3,14.8,False
609.9,23.6,22.3,14.8,False
882.8,23.4,20.7,13.3,False
455.6,20.7,19.1,12.7,False
455.2,21.3,20.2,14.4,False
526.1,23.6,22.3,13.7,False
197.4,22.6,21.5,14.8,False
185.9,22.6,18.7,11.7,False
472.7,21.4,21.6,15.8,False
407.4,18.7,19,14.3,False
208.7,18.5,18.9,12,False
183.6,17.6,19,12.1,False
224,16,16,8,False
87,19.5,20,5.5,False
227.7,17,16.3,7,False
140.5,13.5,12.5,9,False
68,13,12.5,9,False
38,13,12.5,9,False
66,13,12.5,9,False
252,15.7,15.7,9,False
280.7,17.9,19.7,12,False
249.8,15,18,11,False
365.6,20.9,23,10.8,False
445.9,24.8,25.5,11.5,False
286.3,22.7,23.8,13.5,False
246.8,27,27.5,15.2,False
199.4,22,21.4,12.7,False
339.5,22.4,21.6,14.6,False
160.1,19.7,20.4,11.4,False
242.5,18.7,19.9,13.8,False
189.6,17.9,18.6,13.5,False
228.7,20.2,22.7,13.4,False
218.4,22,22.5,15.5,False
208.4,18.3,21.9,13.8,False
224.2,21.2,23.4,14.4,False
256.6,21.5,24.3,13.3,False
437,41.5,48.8,27.5,False
399.9,24.9,30.6,25.4,False
294.8,20.1,25.2,20.7,False
242.6,22.6,24.8,18.4,False
92.3,18.8,19.5,17,False
335.9,21.4,24.8,18.8,False
389.8,49.6,46.2,19.8,False
446.1,35.1,36.4,16.6,False
226.7,22.5,32,32,False
498.6,32.4,35,17,False
225,26.2,25.6,16.6,False
369.3,19.8,22.8,17.9,False
13,13,11,3,True
121,11,11,8,False
20,20,20,3,True
20,20,20,3,True
11,11,10,1,False
310.7,22,32.5,21.5,False
475.7,43.2,55,38,False
213.5,26.4,32.5,21.5,False
220,11,11,8,False
77,11,11,8,False
55,11,11,8,False
88,11,11,8,False
22,11,11,8,False
44,11,11,8,False
110,11,11,8,False
77,11,11,8,False
44,11,11,8,False
33,11,11,8,False
33,11,11,8,False
563,44.8,45.5,15.5,False
408,43.5,45.5,15.5,False
471.5,48.4,45.5,15.5,False
661,44,45.5,15.5,False
164,41.5,37,12.5,False
467,35.9,27,14,(en blanco)
464,35.7,27,14,(en blanco)
456,26.8,27,14,(en blanco)
134,26.8,27,14,(en blanco)
359.3,22.1,21.3,10.7,False
408.2,22.2,21.3,10.7,False
268.1,21,21.3,10.7,False
14,14,14,4,True
11,11,10,5,False
20,10,11,12,False
20,10,11,12,False
110,15.7,23,8,False
75,15,23,8,False
15,15,14,8,True
14,14,14,8,True
104,13,13,7,False
13,13,13,2,False
79.9,12,10,6,False
199.9,12,10,6,False
151.9,12,10.5,6,False
159.9,12,10,6,False
40,11,10,6,False
40,10,10,6,False
40,10,10,6,False
199.9,10,10,6,False
759.4,10,10,6,False
159.9,10.5,10,6,False
34.5,17.3,22,7,False
34.5,17.3,22,7,False
330.1,14.7,15.5,8.5,False
138.3,17.3,22,7,False
40,10,9,10,True
30,10,9,10,True
70,10,9,10,True
160,13.3,17,13,False
234.3,15.3,17.3,9.7,False
215.6,29.5,30.9,16.9,False
209.7,18.4,22.9,10.9,False
295.2,24.9,31,15.2,False
260.7,26,36.4,20,False
203.4,22.9,31.5,20,False
324.7,25.2,32.4,16.4,False
330.7,26,33.4,17.4,False
318.4,29.6,34.6,15.6,False
390.8,26,32.6,21.5,False
326.2,27.2,35.3,19.7,False
312.9,29.3,39.8,22.6,False
337.8,30.5,35.5,17.8,False
59.5,17,16,3.5,False
105,15,16,7,False
101.5,43.5,44.8,13.5,False
144.7,21.7,26.7,17.7,False
256.9,38.6,40.2,17,False
207.6,27.8,32.2,15.8,False
283.5,21.5,25,15.4,False
265.4,24.1,27.4,20.8,False
321.9,22.3,25,20.7,False
403.9,25.3,29.5,22.3,False
199.5,25.2,29.6,15.6,False
181.5,22.7,25.5,16,False
278.7,25.8,30.9,17.1,False
190.1,19.2,20.9,14.2,False
224,18.6,28.3,10,False
390.5,28.5,38,10,False
348,20,28.7,8.7,False
299,27.4,37.5,10.5,False
142.1,27.4,34.5,7.5,False
503.4,27.1,39,13,False
109.6,23,39,13,False
116.3,29.9,31.3,11,False
61.3,20,28.7,12,False
35.8,17.9,28.5,11,False
99.5,17.3,26.8,8,False
99,11,16,14,True
24,12,10,8,False
102,51,57,14,True
102,51,57,14,True
139,17.4,10,24,False
15,15,10,14,True
120,10,10,24,False
132,11,14,26,False
63,17,22.5,18.5,False
43.3,36,37.3,13.7,False
34.5,24.5,24,7.5,False
17,17,16,8,False
420,105,106,11,True
383,31,43.5,27.5,False
136.5,33.3,43.5,27.5,False
486,54,73,29,False
52,52,73,29,False
550,55,73,29,False
99.5,34.8,43.5,27.5,False
272.5,18.9,20.7,12.3,False
165,30.6,30,12,False
96.2,29.9,28.8,25.4,False
114.6,42.5,40.6,23,False
270.2,23.7,26.3,12.8,False
78.5,13.1,13.7,12.3,False
96.3,43.2,42,32.3,True
375.5,36.7,40.3,30,True
93.5,23.5,28.5,17,False
58,15.5,17.7,8,False
207.7,25.4,27.8,14.4,True
248.9,22.4,23.7,12.7,False
25,10,10,3,False
332.5,16.9,19.5,5,False
325,27.1,29,6,False
163.3,22.3,22,6.3,False
57.7,15.7,14,6,False
318,22,19.5,7,False
121,11,10,8,False
82.5,11,11.5,6.5,False
38.5,11,11.5,6.5,False
80,10,10,8,False
120,10,10,8,False
173,16,16.5,6,False
24,24,23,8,False
115,23,23,8,False
23,23,23,8,False
63,14.1,13.5,12,False
148,37,32,15,False
70,10,10,8,False
21,21,19,4,True
50,10,10,3,False
39.5,9.5,10,5.5,False
65,17.3,16.6,8.8,False
69,15,15,11.5,False
364,28,25,14,False
139.3,12.4,12.2,13.3,False
105.4,21.2,17.8,16.7,False
151.5,19.5,19.5,16.7,False
282.5,21.4,19.1,15.9,False
163.9,21,19,19.3,True
217.3,22.9,23,11.3,True
121.2,22.2,21.8,8.2,False
388,20,20.3,10.7,True
153.2,18.4,18.2,9,False
192.2,18.3,19,10.5,False
77.3,14,15.3,6.6,False
84.5,15.7,16.1,12.6,False
418,62.5,59,3,False
10,10,9,7,False
10,10,9,7,False
21,21,15,14,False
90,30,42,4,True
145,29,42,4,True
817,43,42,4,True
84.5,30.5,29.5,6.5,True
240,12,11,15,False
23,23,23,9,False
98.5,10.2,13,8,False
660,55,55,9,(en blanco)
560.7,29,29.3,6.3,False
185.5,26,33.2,17.9,True
218.8,29.2,38.8,20.2,True
116.7,20.7,27.9,11.4,False
84.9,23.5,27.4,12.4,False
227.9,20.9,25,14.3,False
281.2,29.5,34.9,15.9,False
107,23.2,27.6,13.6,False
198.2,27.2,32,14.4,False
391.2,26.9,31.3,17.7,False
399.7,28.5,29.4,16.6,False
209.5,28.9,27.1,14.4,True
177.6,24.7,26.3,16.4,False
176,11,9,6,False
154,11,9,6,False
28,14,23,8,False
120,20,18.5,8,False
20,10,10,2,True
470.3,25.3,29.5,11,False
439.7,20.8,25.5,12,False
182.3,21.3,25.5,12,False
352,16,14,1,False
53,15.7,14,7.7,False
109,27.3,40,25.5,False
100.8,20.5,28.7,15.5,False
138,25.5,40.3,23,False
63,21,41,18,False
242.3,30.4,41.7,21,False
122,16.1,20,11,False
205,14.7,20,11,False
341.3,16.3,28,13,False
110.4,17.3,20.5,10,False
235.7,13.2,18.5,11.5,False
222.6,15.9,28,13,False
60,20,19,13,False
70,10,10,8,False
124,14.1,13.5,7.5,False
379.3,22.4,18.3,9.8,False
21,21,20,5,False
16,16,16,5,False
15,15,15,10,True
18,18,19,7,True
18,18,19,7,True
88,12.6,20,9,False
98,14,14,21,True
106,106,19,6,True
110,11,20,9,False
66.3,12.7,13,9.3,False
117.3,13.8,13.8,7.3,True
122.3,26.8,25.7,8,True
333.8,43.7,46.9,9,False
63.1,24.9,22,9.9,False
228.8,18.8,17.4,8.2,True
11,11,11,1,True
267.4,33.3,35.6,18,False
185.7,35.9,35.7,18.3,False
152.3,24.1,26.2,16.8,False
353.5,23.6,28,18.5,False
133.2,23,25.4,8.6,False
125.7,17.1,16.8,9.9,False
415.4,68.2,68.6,15.2,False
334,22.8,23.9,13.4,False
804.9,80.2,79.8,14.4,False
293,81.2,79.3,14.3,False
706.2,59.9,59,12.8,False
380.7,34.2,37.1,14.9,False
467.1,23.9,28.7,15.8,False
361.8,28.5,33.8,14.9,False
358.5,26.8,31.9,16.8,False
315,26.6,32.3,17.1,False
236.4,27.8,31.5,14.2,False
444.1,39.4,42,13.1,False
206.5,22,26.7,11.4,False
165.2,25.6,23.3,11.1,False
197.7,16.1,13.8,11.7,False
207.5,77.4,30.9,15.5,False
257.1,21,26.1,13.9,False
418.6,22.5,23.6,11.7,False
211.4,16.1,17.5,10.9,False
261.7,25.6,27.6,11.9,False
230.6,18.9,23.1,12.2,False
170.1,16.7,20.8,9.8,False
149.6,17.9,21.5,12.1,False
486.5,34.3,31.7,17.2,False
360.6,27.1,28.8,13.8,False
471.6,28.1,30.3,14,False
293.4,32.8,34.2,21.4,False
483.1,31.6,33.1,10.6,False
451.2,32.9,34.7,18.6,False
347.5,27.3,28.3,13.3,False
405.2,21.9,25.7,12.2,False
464.8,25.8,31,13.8,False
371.6,33.1,36.5,17.3,False
388,31.5,35.3,19.5,False
432.9,23.7,29.4,18.8,False
616.1,43.5,27.9,10.8,False
171.1,22.7,23.5,9.4,False
224.2,17,20.8,9.8,False
291.8,20.5,21.8,11,False
269.7,65.6,65.8,12.1,False
156.5,21.4,21.2,10.8,False
640.2,20.9,21.9,11.7,False
159.5,22.7,25.7,8.7,False
225.6,24,24.6,15.8,False
315.6,23.2,21.7,9.9,False
362,24.7,20.2,9.7,False
236.5,19.1,23.7,10.6,False
326.1,26.1,30.9,15.8,False
406.2,26.4,29.1,13.8,False
469.8,25.7,29.4,10.9,False
386.1,30,36.3,15.4,False
347.1,31.4,33.9,12.2,False
352.9,30.1,35.5,16.2,False
485.9,33,35.7,14.3,False
477.3,28.7,33.1,12.2,False
541.3,30,33.8,13.4,False
438.5,27.2,33.1,13.2,False
385.7,27.5,31.4,13.5,False
412.4,30.9,35.3,13.7,False
121.6,12.8,14.4,12.6,False
167.3,22.4,16,15.5,False
177.5,16.6,15.3,12.3,False
213.7,15,14.3,13,False
208,16,16,24,False
174.1,14.5,17.3,14,True
177.3,18.8,19.7,13.3,False
309.4,14.5,19.5,14.3,False
278.5,15,17.7,16.3,False
133.3,12,12,14.3,False
34,13,13,17.5,False
176.1,15.7,18,13.3,False
310.9,22.8,23,14.4,False
272.6,30.9,30,7.6,False
208.3,28.8,27.8,12.8,False
236.4,28.5,27.7,9.4,False
99,32.4,29,8.3,False
140.2,38.3,36.8,11,False
136.3,25.5,25.4,11,True
112,27.2,26.8,12,False
115.2,29.5,28.2,14,False
265.3,19.4,20.7,8.9,False
134.6,30.1,31.7,10.1,False
125.8,16.8,16.1,10.4,False
439,13.2,13.8,9,False
380.5,19.9,18.3,9.5,False
561.6,20.7,19,10.2,False
369.4,18.3,17.4,10.3,False
417.1,16,18.3,11.6,False
485.5,12.8,13.5,9.8,False
442.3,17.7,19.4,10.5,False
321.6,18.7,20.8,10.9,False
447.1,36.2,35.4,10.6,False
301.5,27.1,30.6,11.4,False
354,29.7,31.4,10.8,False
420.3,30,33.3,10.1,False
255.3,28.2,34.5,8.7,False
286.8,20.8,24.3,9.6,False
319.5,22.7,27.2,10.7,False
313.4,23.5,26.5,10,False
333.1,21.8,23.7,10.4,False
335.6,24.9,30.7,16.6,False
394.8,33.2,53.8,18.5,False
315.4,30.9,43.3,17,False
328.4,18.6,22.1,15,False
417.1,30.5,38.5,16,False
370.1,31,35.1,14.1,False
610.9,30,32.4,14.2,False
351.8,30.3,32.9,15,False
470.3,29.4,33.3,13.9,False
426.5,30.7,33.3,13.7,False
301.2,26,29.7,18.3,False
306.9,26.7,30.4,18.8,False
404.8,27.4,30.5,16.9,False
340.9,27.6,34.3,22,False
352.8,26.5,32.4,24.1,False
498.2,26.5,31.5,27,False
595.3,27.7,32.3,26.8,False
504.6,30,33.7,26.3,False
243.7,18.3,25.8,11.1,False
183,16.7,21.6,9.4,False
228.7,19.7,22.9,10.1,False
224.2,16.7,19.6,11.2,False
319.9,22.2,23.6,9.9,False
328.1,22.1,24.1,10.4,False
319.2,19.2,21,11.6,False
369.7,23.4,24.5,13.7,False
387.4,25.3,26.1,13.1,False
343.6,26.1,27.7,21.1,True
338.7,25.2,22.7,19.7,True
389,22.2,23.7,22.3,False
200.7,24.4,24.5,8.7,False
145.8,22.2,21.9,9.1,False
357.1,22,23.4,9.6,False
277,22.3,22.6,10.3,False
433.7,26.7,29,11.2,False
431.3,25.3,27.7,10.7,False
422.9,22.5,26.3,10.8,False
491.9,21.7,23.8,10.5,False
293,22.6,25,10.6,False
317.3,18.7,20.1,9.6,False
198.5,22,24.8,11.1,False
250.6,25.6,27.7,12.5,False
525.2,40.6,44.8,14.6,False
586.5,37.4,41.7,14.9,False
467.3,31.1,34.8,12.9,False
634.5,35.6,39.5,17.4,False
297.7,19.8,24.8,13.1,False
235.6,16.9,23,14.7,False
195,20.2,25.9,14.8,False
581.3,29.7,33.7,18.1,False
651.1,30.1,32.8,16.7,False
638.3,30.7,35,16.5,False
507.8,31.6,33.2,16.1,False
243,28.6,32.8,16.1,False
240.3,23,24.7,11.6,False
425.8,29.6,30.6,9.8,False
231.9,25.7,24.6,13.6,False
185.8,25.4,27.6,14.2,False
245.7,25.1,27.8,12.7,False
197.7,17.7,20.7,13.3,False
306,25.9,28,16,False
267.6,16.9,17.4,15.6,False
146.8,13.7,22.6,10.2,False
70.1,24.1,23.6,17.7,False
147.1,23.2,21.5,22.2,False
164.1,21.6,22.1,21.1,False
106.9,13.7,14,12.4,False
92,18.5,16.3,7.3,True
210,14.1,12.5,6.5,True
37.3,17.2,19.7,7.3,False
169.3,18.8,20.3,9,False
31.4,12.2,13.5,7.5,False
110.6,19.8,24,14.4,False
313,20.2,22.8,11.4,False
221.6,24.2,37,28.5,False
221.4,24.6,28.3,11.7,False
294.2,22,24.8,13.1,False
416.1,21.9,24.5,12.4,False
252.9,23.5,30,13.2,False
257.2,30.8,33.6,10.7,False
297.3,30.2,32.7,13.2,False
254.2,23.9,26.7,13.9,False
319.1,22,25.6,14.1,False
260.2,21.9,24.6,12,False
219.8,24.5,29,14.1,False
261.3,21.4,23.5,11.5,False
323.8,19.8,24.9,14.3,False
187,11,15,10,True
308,11,15,10,True
55,11,15,10,True
240,16,15,10,True
432,16,15,10,True
496,16,15,10,True
195,15,15,10,True
378,14,15,10,True
132.1,19.1,20,8.5,True
179.9,16.6,20,8.5,True
250.9,16.4,19.8,8.6,True
133.9,11.8,16,8.3,True
57.3,22.6,20,9.3,False
33,17,16,8.3,True
112,19.5,20.8,9.5,True
148.7,21.1,24.9,9.3,False
131.6,22.1,26.1,9.4,False
201.1,29.6,30.8,7.6,False
117.3,29,29,10.2,False
160.1,24.7,28.5,7.9,False
76.4,15.6,16,6.8,True
214,26.9,28.5,12,False
198,22.3,23,11.2,False
156,22.5,21.7,10.2,False
190.3,21.4,21.2,16.8,False
289.1,18,17.8,13.8,False
396,18.4,23,13.6,False
158.2,20.2,21.3,15.5,False
126.7,19.5,20.4,14,False
200.2,19.3,22,12.8,False
146.1,19.5,21.3,9.4,False
117.1,18.9,19.4,10.1,False
265.7,26.9,29.8,11.4,False
168.1,27,28.2,10.3,False
244.8,31.3,32.8,10.3,False
365,26.8,31.7,11.2,False
446.4,28.4,32.7,14.3,False
351,23,25,13.5,False
289.9,25.5,33.5,10.9,False
383,22.4,29.9,11.9,False
532.8,25.8,34.4,11.6,False
350.9,25.8,35,10,False
187.1,18.9,27,10.6,True
366.2,73.1,79.7,9.6,False
119.4,25.2,25.1,24.4,False
87.2,14.8,15.2,19.5,False
145.1,16.8,18.8,20.3,False
132.6,19.7,20,19.6,False
212.4,17.1,18.4,21.4,False
253,18.8,23,13.3,False
163.3,15.5,19.1,16.8,False
227.3,12.6,19.2,21,False
134,14.1,18.5,13.8,False
136.8,11.8,17.6,19.3,False
224.4,14.9,19.6,12.8,False
216.7,18.2,20.2,13.2,False
263.5,15.5,17,16,False
292.2,17.4,19.5,13.3,False
295.5,18.8,20.3,14.6,False
194.2,17.7,18.9,13.8,False
216.6,19,19.5,15.5,False
188.3,18.2,19.2,15.7,False
250.5,17,19.5,12.4,False
294.3,15.7,18.4,12.3,False
207.5,14.7,16.6,15.9,False
248.3,16.6,19.3,9.3,False
126.5,12,13.8,9.6,False
156.7,13.7,15.7,10.8,False
637.8,18.6,19.7,9,False
500,19.2,22.5,9.5,False
271.8,15.3,16.5,10.5,False
194.3,15.6,18.7,10.7,False
335.3,16.7,18.7,10.7,False
207.8,14.8,17.8,19,False
261,15,17.8,19,False
486,18,22.5,9.5,False
334.7,16.7,19.3,8,False
406.9,24.5,27.3,13.8,False
438.5,16,19.7,9,False
620.9,14.8,18.2,16.4,False
158.5,11.5,10.5,4.5,False
28.5,11.5,10.5,4.5,False
84,12,11,6,True
48,12,11,6,True
560,20,19,16,False
95,19,19,16,False
20,10,10,10,False
170.3,20.9,26.5,12,True
73.2,10.2,15.5,8.5,True
222.3,12.5,15.5,8.5,True
149,29.8,32,12,False
260.5,19,21,8.5,False
212.1,16.8,21,9.7,False
328.6,22.1,26.5,12,True
403,18.5,26.5,12,True
170,21.7,26.5,12,True
254,18.6,26.5,12,True
168.6,20.8,26.5,12,True
128.5,19.6,26.5,12,True
47,15.7,20,8,True
201,14.4,20,8,True
33,11,10,4,False
10,10,9,2,False
72.5,24.3,22.5,9.5,False
115,19.2,20,8,True
89,14.8,20,8,True
71,27.7,28.7,12.3,False
168,27.1,30,10.7,False
104.5,25.5,26.7,10.7,False
174,26.3,26.7,11.3,False
386.2,30,35.5,18,False
265.6,29.6,36,17.7,False
361.2,27.5,30.5,15.7,False
340.4,30.6,34.1,16.9,False
455.4,35.6,39.5,18.1,False
363,33.6,38.4,20.4,False
397.1,35.9,43.6,18.5,False
376.1,26.9,33.7,16.8,False
399.3,31.4,36.4,18.5,False
479.1,30.6,38.5,17.1,False
336.1,42.1,46.3,17.4,False
413.7,44.8,52.3,19.7,False
620.6,28.3,27.9,37.2,False
542.8,29.9,27.3,34.8,False
611.7,33.2,29.8,33.9,False
596.7,38.6,33.4,31.2,False
477.5,33.7,28.9,29.9,False
984.4,28.2,31,26,False
565,28.8,28.7,23.8,False
706.9,27.6,28.8,28.8,False
225,19.5,23.3,18.6,False
402.7,21.5,24.6,19.2,False
513.4,60.2,59.5,15.5,False
727.3,47.8,46.7,15.3,False
563.2,61.1,59,15,False
575.4,61.2,60.2,13.6,False
467.7,40.3,39.5,15,False
496.5,45.5,49,14.2,False
196.9,41,45.3,13.7,False
628.1,50.8,57.2,15.2,False
527.6,49.3,52.5,18.3,False
660.7,39.8,46.1,13,False
383.1,35.9,37.1,10.6,False
266.4,26.1,27.4,9.3,False
184,14.9,20.7,8.7,True
251.5,16.9,16,9,True
24,12,12,8,True
103.6,12.5,25,9,True
72,12,20.7,8.7,True
161,14.6,25,9,True
50,16.7,25,9,True
114.6,11,25,9,True
51.8,13.4,20,8.3,True
106.7,10.7,20,10,True
145.5,10.9,16,10.5,True
1045.1,43.5,77,25,True
553.3,46.1,77,25,True
501.8,34.1,48,15.5,True
368.5,34.3,48,15.5,True
104.5,34,48,15.5,True
747.5,33.3,48,15.5,True
597,28.8,38.3,12.3,False
172.7,26,38.3,12.3,False
572,28.1,48,15.5,True
287.5,23.8,34.8,9.8,False
379.8,23.6,34.8,9.8,False
485.5,23.5,34.8,9.8,False
700.7,24.2,36,11,True
674.5,24.1,36,11,True
662.5,26.5,36,11,True
38,38,36,11,True
99,24.8,27.5,8.5,False
286,22.3,27.5,8.5,False
378,21,19,6,False
480,20,19,6,False
580,20,19,6,False
196.7,17.5,76.3,12,True
222.3,19.3,27.5,14,False
237.5,20.8,26.7,11,False
128,14.7,13.7,10.7,False
197.3,15.3,14,10.3,False
12,12,13,10,False
126.3,15,14,10.3,False
144,16,14,11,False
221,15.9,20,12,False
710,25.4,27,14,False
109,17.2,17.8,10.8,False
743.5,70.6,90,38.5,False
245.1,37.2,54.8,21.8,False
464.1,26.3,37.3,10,False
186.3,22.1,24.7,10.4,False
363.6,30.2,33.3,10.9,False
210.9,18,23,11.8,False
236.6,19.8,20.3,8.5,False
303.6,24,34.2,11.2,False
359.3,20,22.5,10.7,False
358.1,30.9,36.3,11,False
274,35.5,39.4,11.1,False
228.8,31.4,35.9,15.8,False
499.7,23.7,31,20,False
158,39.6,38.7,17.3,True
26.2,12.7,13,21.5,False
75.7,18.3,24,18.7,False
130.5,40.6,39,14.3,False
177.5,50.1,53,18.5,False
63,21,24,14,False
59,29.5,46,12,False
183.4,21.1,26,18,False
310.3,36.6,38,28.7,False
82.7,29.6,29.6,17.2,False
30.1,30.1,30.5,14.5,False
152.6,28.6,28,8.8,False
320.7,32.7,28,5.7,False
205,25.8,25.5,6.5,False
131,15.7,20.3,14.3,False
99.3,21.9,23.2,9.3,True
146.2,24.9,25.3,15.7,False
308,25.3,27.3,6,False
298.3,21.7,21.8,7.7,False
341.3,26.3,27.3,6,False
239.2,22.6,27.2,9.4,True
354.6,32.5,42.1,18.1,False
408.8,30.5,41.4,19.4,False
430.3,30.7,38.2,18.2,False
389,31.8,41.2,18.3,False
347,33.5,39.5,15.2,False
438.3,31.1,39,17.8,False
518.7,33.4,41.2,16.2,False
572.3,31.1,39.9,17.5,False
438.4,32.6,39.9,16.4,False
472.4,31.2,37.5,16.8,False
420.7,32.4,39.6,18.8,False
692.3,43.5,53.2,17.8,False
470.6,33.1,31.9,24,False
464.3,26.5,31.9,24,False
470.8,30.5,35.1,23.1,False
514.4,30.8,35.1,23.1,False
614.2,31.3,37.4,18.8,False
317.3,27.4,34.4,22.8,False
283.6,32.8,43.1,22.4,False
599.4,31.2,42.5,23.8,False
247.1,28.6,38.6,21.3,False
330.8,27,37.6,20,False
349.1,30,40.5,20.2,False
167.7,27.2,34.3,18.5,False
469.6,41,53,20.8,False
380.4,35.4,48.5,20.3,False
497.4,37.1,49.2,21.5,False
344.3,36.1,45.4,19.5,False
405.2,35.1,45.9,18.9,False
409.1,35.1,45.6,18.2,False
506.7,36.8,49.7,21.1,False
507.1,38.2,52.4,21,False
452.9,39.9,54.3,23,False
503,37.1,52,23.2,False
533.8,44.7,56.8,20.8,False
448.8,37.2,51.5,21.6,False
558.3,35.7,43.3,19.8,False
492.8,43.3,51.7,22.3,False
554.4,44.9,50.7,20.4,False
492.6,36.7,44.7,20.5,False
493.5,35.9,41.7,19.1,False
513.6,34.5,41.3,18.5,False
613.5,33.3,40.6,19.1,False
551.5,34.6,41.7,19.7,False
564.9,38.2,44.2,20.1,False
531.8,32.8,40.6,21.4,False
457.3,37.9,44.9,20.4,False
498.8,36.6,45.1,19.5,False
279.1,26,32.2,15.4,False
245.1,33.7,38,16.4,False
354.7,26.5,30,16,False
255.4,20,23.2,20.8,False
256.6,21.7,26.4,17,False
324.8,19.2,25.2,21,False
189.5,19.3,23,18,False
343.3,21,27,20.8,False
305.3,18.5,21.2,19.5,False
240.9,16.3,21,19,False
491,39.6,41.5,15.5,False
518.8,34.8,40.8,17.8,False
278,24.1,20.5,11.5,False
164.5,21.8,20.5,11.5,False
374,22,20,11,False
364,26,20,11,False
483,23,20,11,False
391,23,20,11,False
548,36.5,36,11,True
45,15,14,3,False
638,22,20,11,False
220,20,20,11,False
116.5,16.1,22,8,False
440,20,20,11,False
352.8,32.9,37.2,10.7,False
217.1,29,31.5,10.3,False
262.1,29.3,34,11.6,False
253,28.7,31.3,9.4,True
385.9,28.8,34,11.6,False
278.1,30.7,33.3,12.3,False
298.7,31.9,36.6,11.9,False
371.5,23.8,28.9,10.7,False
409.8,26.4,32.2,9.2,False
371.8,23.4,29.6,10.9,False
334.1,26.9,31.7,12.8,False
249.2,28.3,29.3,9.5,False
698.9,33,39.6,15.8,False
347.6,30.4,37.4,14.2,False
409.4,35,37.7,13.9,False
412.3,28.4,37.5,15,False
321.1,28.1,36.2,15.1,False
689.8,28.9,36.8,15.1,False
367.9,27.6,35.7,12.4,False
385.1,26.7,35.5,15.8,False
345.8,27.9,33,14.7,False
305.4,24.5,30.7,14.4,False
377.1,28.9,34.7,13.7,False
319.9,23.8,31.9,12.7,False
1101.3,59.4,74.8,14.1,False
1282.7,71.8,80.4,17.6,False
1395.2,71.7,80.8,16.5,False
1057.7,74.3,80.8,15.6,False
447.8,60.7,69.2,12.6,False
591.7,60.4,71.7,14.1,False
1003.5,59.1,76.1,15.8,False
1178.9,64.8,77.4,15.7,False
1074.5,62.2,73.6,15.2,False
965.7,61.6,72.3,14.9,False
1275,72.5,88.9,17.2,False
827.5,53.5,61.8,15.3,False
